name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu,type
Best Brews - Four Points by Sheraton Bengaluru...,No,No,3.6 /5,27,Whitefield,Bar,Continental,"1,500",[],Dine-out
Spice Boulevard,No,No,3.9 /5,89,Whitefield,Cafe,"Cafe, Continental, Chinese",700,[],Dine-out
The Waverly Express,No,No,3.5 /5,12,Whitefield,Cafe,Cafe,650,[],Dine-out
The Hungry Yeti,No,No,4.0 /5,146,Whitefield,Casual Dining,"Tibetan, Nepalese",700,[],Dine-out
The Kimchi Chef,No,No,3.4 /5,5,Whitefield,Casual Dining,"Thai, Chinese",500,[],Dine-out
Tata Cha,Yes,No,NEW,0,Whitefield,Cafe,"Cafe, Tea, North Indian",500,"['Cream Roll - 2 pcs', 'Chakri Samosa - 2 pcs', 'Chicken Saag with Makke Di Roti', 'Veg Saag with Makke Di Roti', 'Elaichi Chai - 250 ml', 'Masala Chai - Capacity 250 ml', 'Elaichi Chai - 250 ml', 'Gur Chai - Capacity 250 ml', 'Masala Chai - Capacity 500 ml', 'Gur Chai - Capacity 500 ml', 'Ginger Chai - Capacity 500 ml', 'Ginger Chai - Capacity 1 L', 'Extra Kadak Chai - Capacity 500 ml', 'Extra Kadak Chai - Capacity 250 ml', 'Extra Kadak Chai - Capacity 1 L', 'Elaichi Chai - Capacity 500 ml', 'Elaichi Chai - Capacity 1 L', 'Doodh Wali Kadak Chai - Capacity 500 ml', 'Doodh wali Kadak Chai - Capacity 250 ml', 'Masala Chai - Capacity 250 ml', 'Doodh Wali Kadak Chai - Capacity 1 L', 'Masala Chai - Capacity 1 L', 'Gur Chai - Capacity 1 L', 'Chatpata Churan - Capacity 500 ml', 'Churan Tea - Capacity 250 ml', 'Nimbu Da - Capacity 1 L', 'Nimbu Da - Capacity 250 ml', 'Nimbu Da - Capacity 500 ml', 'Chatpata Churan - Capacity 1 L', 'Classic - Capacity 1 L', 'Green Tea Classic - Capacity 250 ml', 'Green Tea Classic - Capacity 500 ml', 'Green Tea Cucumber - Capacity 500 ml', 'Green tea Peach - Capacity 250 ml', 'Green Tea Peach - Capacity 500 ml', 'Peach - Capacity 1 L', 'Cucumber - Capacity 1 L', 'Green Tea Cucumber - Capacity 250 ml', 'Filter Coffee - Capacity 250 ml', 'Filter Kaapi - Capacity 1 L', 'Filter Kaapi - Capacity 500 ml', 'Hot Chocolate - Capacity 250 ml', 'Hot Chocolate - Capacity 500 ml', 'Hot Choc-o-lot - Capacity 1 L', 'Bun Maskafied - 1 pc', 'Cream Roll - 2 pcs', 'Chakri Samosa - 2 pcs', 'Elaichi Cake - 2 pcs', 'Fruity Cake - 2 pcs', 'Whole Multigrain Upma', 'Kulfi Sticks - 3 pcs', 'Maska Chaska - 2 pcs', 'Cinnamon Rusk - 3 pcs', 'Masala Rusk - 3 pcs', 'Chicken Saag with Makke Di Roti', 'Matar Kulcha', 'Veg Saag with Makke Di Roti', 'Dal Pakwan', 'Kheema Matar Kulcha [Chicken]', 'Paneer Makhni Khichdi', 'Peach [Black Tea] - 350 ml', 'Cucumber [Green Tea] - 350 ml', 'Dilli Wali Kanji [Green Tea] - 350 ml', 'Cinnamon Rusk + Ginger Chai', 'Bun Maskafied + Ginger Chai', 'Chakri Samosa + Ginger Chai', 'Cream Roll + Ginger Chai', 'Fruity Cake + Ginger Chai', 'Masala Rusk + Ginger Chai']",Dine-out
Masala Chai,Yes,No,4.1 /5,196,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food, Tea",250,"['Masala Maggi', 'Sabudana Khichdi', 'Sabudana Vada', 'Cheesy French Toast', 'Chicken Stuffed Omelette', 'Dabeli', 'Misal Pav', 'Chilli Cheese Toast', 'Pizza On Toast', 'Bombay Sandwich', 'Egg Omelette Sandwich', 'Classic Chicken Mayo Sandwich', 'Chicken with Roasted Pepper and Cheese Toast Sandwich', 'Cold Coffee', 'Iced Tea', 'Cold Coffee', 'Fresh Nimbu Pani', 'Masala Cola', 'Iced Cola Tea', 'Bread Butter and Jam', 'Masala Maggi', 'Sabudana Khichdi', 'Sabudana Vada', 'Masala French Toast', 'Cheesy French Toast', 'Fried Egg', 'Spiced Egg Bhurji', 'Masala Omelette', 'Cheese Burst Omelette', 'Cheese Stuffed Omelette', 'Egg Maggi', 'Boiled Egg [2 Eggs]', 'Chicken Masala Maggi', 'Chicken Stuffed Omelette', 'Masala Sandwich', 'Bombay Sandwich', 'Egg Bhurji Sandwich', 'Egg Omelette Sandwich', 'Classic Chicken Mayo Sandwich', 'Paneer with Roasted Pepper and Cheese Toast', 'Chicken with Roasted Pepper and Cheese Toast Sandwich', 'Bambai Se Aaya Mera Toast Sandwich', 'Dabeli', 'Bun Samosa', 'Onion Pakoda', 'Bombay Vada Pav', 'Classic Samosa', 'Samosa [1 Piece]', 'Egg Pav', 'Chicken Pav', 'Misal Pav', 'Chilli Cheese Toast', 'Veg Toasty', 'Paneer Toasty', 'Paneer Bhurji with Pav', 'Pizza On Toast']",Dine-out
Fusion Panda,Yes,No,3.5 /5,11,Whitefield,"Casual Dining, Quick Bites","North Indian, Kebab",300,"['Grilled Chicken', '2 Aloo Paratha [2 Pieces]', 'Veg Hyderabadi', 'Veg Sweet Corn Soup', 'Veg Manchow Soup', 'Veg Hot and Sour Soup', 'Chicken Sweet Corn Soup', 'Chicken Manchow Soup', 'Chicken Hot and Sour Soup', 'Paneer Tikka', 'Mushroom Tikka', 'Aloo Tikka', 'Gobi Tikka', 'Grilled Chicken', 'Barbeque Chicken', 'Tandoori Chicken', 'Pepper Tandoori', 'Tangdi Kabab [2 Pieces]', 'Chicken Tikka', 'Reshmi Kabab', 'Kabab Platter', 'Hariyali Chicken', 'Kalimirch Kabab', 'Boneless Chicken Kabab', 'Boneless Hariyali Chicken', 'Chicken Kabab', 'Paneer Butter Masala', 'Veg Kolhapuri', 'Veg Hyderabadi', 'Veg Jalfrezi', 'Veg Makhani', 'Kadai Paneer', 'Aloo Gobi', 'Kaju Mushroom Masala', 'Aloo Palak', 'Mushroom Kadai', 'Egg Manchurian Masala', '3 Egg Bhurji', 'Butter Chicken', 'Chicken Masala', 'Kolhapuri Chicken', 'Chicken Handi', 'Chicken Manchurian', 'Chicken Banjara', 'Chicken Keema', 'Chicken Lahori', 'Chicken Kalimirch', 'Tandoori Roti', 'Phulka', 'Butter Kulcha', 'Plain Kulcha', 'Plain Naan', 'Butter Naan', 'Kerala Paratha', '2 Aloo Paratha [2 Pieces]', '2 Gobi Paratha [2 Pieces]', '2 Paneer Paratha [2 Pieces]', '3 Methi Paratha [3 Pieces]', 'Paneer Fried Rice', 'Egg Schezwan Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Egg Noodles', 'Egg Schezwan Noodles', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Chilli Paneer', 'Chilli Soya Dry', 'Gobi Manchurian', 'Crispy Chilli Potato', 'Paneer Salt and Pepper', 'Paneer Manchurian Dry', 'Mushroom Chilli', 'Chilli Chicken', 'Chicken Manchurian', 'Chicken Lollipop', 'Chicken Schezwan', 'Chicken 65', 'Puliyogare', 'Bisi Bele Bath', 'Pulao', 'Vangi Bath', 'Veg White Sauce Pasta', 'Non Veg White Sauce Pasta', 'Paneer Sandwich', 'Veg Sandwich', 'Baby Corn Sandwich', 'Egg Sandwich', 'Chicken Sandwich', 'Chicken Regular Shawarma', 'Chicken Special Shawarma', 'Paneer Pakora [8 Pieces]', 'Onion Pakora [12 Pieces]', 'Egg Pakora [8 Pieces]']",Dine-out
New Andhra Chimney,No,No,3.1 /5,71,Whitefield,Casual Dining,"Andhra, North Indian, Biryani",700,[],Dine-out
Chill,No,No,3.8 /5,43,Whitefield,Lounge,"North Indian, Chinese, Continental",800,[],Dine-out
Unlock - The Restobar - Keys Hotel,No,No,3.7 /5,32,Whitefield,Lounge,Finger Food,"2,000",[],Dine-out
Sri Guru Nalapaka Restaurant,No,No,3.5 /5,20,Whitefield,Casual Dining,"North Indian, South Indian, Chinese, Street Food",550,[],Dine-out
Sri Shankar Andhra Mess,No,No,3.3 /5,4,Whitefield,Mess,South Indian,200,[],Dine-out
Oak Tavern,No,No,3.5 /5,9,Whitefield,Casual Dining,"Continental, North Indian","1,000",[],Dine-out
Punjabi Tadka,No,No,3.2 /5,4,Whitefield,Casual Dining,North Indian,500,[],Dine-out
Corprate Biriyani Adda,No,No,3.0 /5,5,Whitefield,Casual Dining,"North Indian, Chinese",500,[],Dine-out
Biryani Bowl,No,No,3.3 /5,10,Whitefield,Kiosk,"Biryani, Andhra",550,[],Dine-out
Adupadi,No,No,2.9 /5,25,Whitefield,Quick Bites,"South Indian, Chettinad",450,[],Dine-out
Cafe of Joy,No,No,3.7 /5,51,Whitefield,Casual Dining,Continental,600,[],Dine-out
Teashot,No,No,2.9 /5,24,Whitefield,Cafe,Cafe,150,[],Dine-out
Elements - Mapple Express,No,No,2.9 /5,51,Whitefield,Casual Dining,"North Indian, Chinese, Fast Food",600,[],Dine-out
Majlish,No,No,3.6 /5,79,Whitefield,Casual Dining,"Bengali, North Indian, Chinese",800,[],Dine-out
Om Sai Punjabi Dhabha,Yes,No,3.4 /5,10,Whitefield,Dhaba,North Indian,250,[],Dine-out
Aishwarya,No,No,3.3 /5,6,Whitefield,Dhaba,"Chinese, North Indian",450,[],Dine-out
Chai Point,No,No,3.8 /5,45,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food",150,[],Dine-out
Kabab Ghar,No,No,3.2 /5,4,Whitefield,"Takeaway, Delivery","Biryani, North Indian, Kebab",600,[],Dine-out
Swad E Punjab,No,No,3.4 /5,7,Whitefield,Casual Dining,North Indian,600,[],Dine-out
Shanghai Times,No,No,3.3 /5,9,Whitefield,Quick Bites,Chinese,400,[],Dine-out
Starnese,No,No,3.4 /5,6,Whitefield,Casual Dining,"North Indian, Chinese, South Indian",800,[],Dine-out
Whooppeezz,No,No,3.4 /5,16,Whitefield,Food Court,Pizza,500,[],Dine-out
LG Park Restaurant,No,No,3.4 /5,7,Whitefield,Casual Dining,"North Indian, South Indian",800,[],Dine-out
BBCUE Whitefield,No,No,3.5 /5,8,Whitefield,Fine Dining,Continental,"2,400",[],Dine-out
Blend - Royal Orchid Suites,No,No,3.4 /5,16,Whitefield,Casual Dining,"Chinese, North Indian","1,300",[],Dine-out
Chinese Street,Yes,No,3.1 /5,134,Whitefield,Casual Dining,Chinese,650,[],Dine-out
Hotel Manu Residency,Yes,No,3.8 /5,201,Whitefield,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,[],Dine-out
Fresh Berriz,No,No,3.3 /5,7,Whitefield,Beverage Shop,"Beverages, Juices",250,[],Dine-out
Calicut Mess House,No,No,3.2 /5,5,Whitefield,Mess,Kerala,250,[],Dine-out
Grab n Go - Aloft Hotel,No,No,3.1 /5,7,Whitefield,Casual Dining,"American, Fast Food","1,000",[],Dine-out
Golden Paradise,No,No,3.5 /5,14,Whitefield,Quick Bites,"North Indian, Chinese",300,[],Dine-out
Chashni Sweets,No,No,3.4 /5,8,Whitefield,Sweet Shop,"Mithai, Street Food",200,[],Dine-out
Win's Restaurant,No,No,3.3 /5,10,Whitefield,Quick Bites,"South Indian, Chinese, Seafood",400,[],Dine-out
Trinity Club Lounge,No,No,3.5 /5,20,Whitefield,Lounge,Finger Food,"1,500",[],Dine-out
Mega Bite,No,Yes,3.5 /5,54,Whitefield,Casual Dining,"North Indian, Chinese, South Indian, Continental","1,100",[],Dine-out
Vijayawada Heights,Yes,No,3.0 /5,7,Whitefield,Casual Dining,North Indian,600,[],Dine-out
Estia - Aloft Hotel,No,Yes,4.1 /5,79,Whitefield,Casual Dining,Mediterranean,"1,600",[],Dine-out
The Coffee Bean & Tea Leaf,Yes,No,3.0 /5,38,Whitefield,Cafe,"Cafe, Coffee",700,"['Baked Blueberry Cheese Cake', 'Hazelnut Americano Latte', 'The Original Mocha Beverage', 'Classic Bircher Muesli', 'Fusilli Arrabiata', 'Chilly Corn Mushroom Sandwich', 'Paneer Spicy Southern West Sandwich', 'Spinach Corn and Cheese Sandwich', 'Chipotle Chicken Sandwich', 'BBQ Pulled Chicken Sandwich', 'Ham and Cheese Sandwich', 'Butter Croissant', 'Choco Almond Croissant', 'Multigrain Croissant', 'Pesto Cottage Cheese Turn Over', 'Schezwan Paneer Open Face', 'Kadai Chicken Croissant', 'Chocolate Over Loaded Muffin', 'Cumin Muffin', 'Mocha Hazelnut Muffin', 'Blueberry Muffin', 'Peanut Butter Cookie', 'Cinnamon Oatmeal and Blackcurrant', 'Sticky Chocolate Cookie', 'Almond Biscotti', 'Caramel Pastry Cake', 'Boston Nut Brownie Cake', 'Choco Fudge Cake', 'Cream Cheese Carrot Cake', 'Hazelnut Tiramisu Cake', 'Baked Blueberry Cheese Cake', 'Baked Oreo Mocha Cheese Cake', 'Red Velvet Brownie Cake', 'Chocolate Over Loaded Brownie', 'Warm Chocolate Pie', 'Chicago Cheese Cake', 'Almond Cake', 'Whole Wheat Jaggery Cake', 'Apple Crumble Slice Cake', 'Banana Nut Cake', 'Espresso', 'Espresso Macchiato', 'Cappuccino', 'Americano Latte', 'Cafe Latte', 'Vanilla Latte', 'Mocha Latte', 'Caramel Macchiato', 'Hazelnut Americano Latte', 'Caramel Latte', 'Hazelnut Latte', 'Double Chocolate Latte', 'White Chocolate Latte', 'Todays Brownie', 'The Original Mocha Beverage', 'The Original Vanilla Beverage', 'Cinnamon Beverage', 'Hazelnut Beverage', 'Caramel Beverage', 'Double Chocolate Beverage', 'White Chocolate Beverage', 'The Ultimate Mocha Beverage', 'The Ultimate Vanilla Beverage', 'Pure Chocolate', 'Pure Vanilla', 'Pure Hazelnut', 'Pure Double Chocolate', 'Pure White Chocolate', 'Pure Caramel', 'Hot Chocolate', 'Hot Vanilla', 'Hot Double Chocolate', 'Hot White Chocolate', 'Lemon Iced Tea', 'Peach Iced Tea', 'Mango Iced Tea', 'Southern Blend Iced Tea', 'Swedish Berries Iced Tea', 'Iced Americano', 'Iced Cappucino', 'Iced Cafe Latte', 'Iced Caramel Macchiato', 'Iced Vanilla Latte', 'Iced Mocha Latte', 'Iced Hazelnut Americano', 'Iced Hazelnut Latte', 'Iced Caramel Latte', 'Iced Double Chocolate Latte', 'Iced White Chocolate Latte', 'Hot Tea Latte', 'Iced Tea Latte', 'Black Chai', 'Estate Darjeeling Black Tea', 'English Breakfast Black Tea', 'Assam Black Tea', 'Tropical Passion Flavored Black Tea', 'Vanilla Ceylon Flavored Black Tea', 'Earl Grey Flavored Black Tea', 'Genmaicha Green Tea', 'Jasmine Dragon Phoenix Pearl Green Tea', 'Moroccan Mint Green Tea', 'Lemon Chamomile Tea', 'African Sunrise Tea', 'Swedish Berries Tea']",Dine-out
The Kim Chi Chef,Yes,No,4.0 /5,210,Whitefield,Casual Dining,"Chinese, Thai, Momos",900,[],Dine-out
The Taste Players,Yes,No,3.7 /5,51,Whitefield,Casual Dining,"North Indian, Chinese, Mughlai, Biryani",500,"['Hara Bhara Kabab', 'Crispy Chilly Potato', 'Gobi Manchurian', 'Chicken Lollipop', 'Chicken Chilly', 'Chicken Kabab', 'Mushroom Masala', 'Butter Paneer Masala', 'Kadhai Paneer', 'Paneer Tikka Masala', 'Paneer Lababdar', 'Dal Fry', 'Dal Makhani', 'Chicken Tikka Masala', 'Butter Chicken', 'Kadai Chicken', 'Chicken Do Pyaza', 'Jeera Rice', 'Veg Biryani', 'Hyderabadi Chicken Dum Biryani', '2 Aloo Paratha', 'Veg Combo', 'Mega Chicken Chakhna Combo', 'Chicken Combo', 'Chicken Tandoori Platter [10 Pieces][', 'Mutton Combo', 'Veg Fried Rice', 'Chicken Schezwan Rice', 'Veg Hakka Noodles', 'Paneer Chakhna Combo', 'Paneer Tikka Chakhna Combo', 'Aloo Chakhna Combo', 'Mushroom Chakhna Combo', 'Mega Veg Chakhna Combo', 'Veg Combo', 'Egg Chakhna Combo', 'Egg Combo', 'Chicken Tikka Chakhna Combo', 'Chicken Chilly Chakhna Combo', 'Mega Chicken Chakhna Combo', 'Chicken Combo', 'Chicken Tandoori Platter [10 Pieces][', 'Mutton Chakhna Combo', 'Mutton Combo', 'Veg Sweet Corn Soup', 'Vegetable Soup', 'Veg Hot and Sour', 'Tomato Soup', 'Veg Manchow Soup', 'Chicken Soup', 'Hot and Sour Chicken Soup', 'Chicken Manchow Soup', 'Hara Bhara Kabab', 'Paneer Manchurian', 'Paneer Chilly', 'Baby Corn Manchurian', 'Baby Corn Chilly', 'Crispy Chilly Potato', 'Mushroom Manchurian', 'Mushroom Chilly', 'Gobi Manchurian', 'Gobi Chilly', 'Mushroom Pepper', 'Paneer Pepper', 'Baby Corn Pepper', 'Sweet Corn Pepper', 'Paneer Pakoda', 'Chicken Lollipop', 'Chicken Pepper', 'Chicken Chilly', 'Hyderabadi Chicken Chilly', 'Chicken Kabab', 'Boneless Chicken 65', 'Chicken Pakoda', 'Mutton Pepper', 'Chicken Tikka', 'Chicken Reshmi Kabab', 'Veg Manchurian', 'Chicken Manchurian', 'Aloo Jeera', 'Aloo Matar', 'Aloo Matar Gobi', 'Chola Masala', 'Chana Masala', 'Rajma Masala', 'Mixed Veg', 'Kashmiri Dum Aloo', 'Mushroom Masala', 'Butter Paneer Masala', 'Kadhai Paneer', 'Paneer Tikka Masala', 'Paalak Paneer', 'Veg Hyderabadi', 'Malai Kofta', 'Shahi Paneer', 'Paneer Lababdar', 'Paneer Jalfrezi', 'Veg Jalfrezi', 'Paneer Do Pyaza', 'Dal Fry', 'Dal Tadka', 'Dal Makhani', 'Egg Curry', 'Egg Jalfrezi', 'Egg Dal Makhani', 'Chicken Tikka Masala', 'Butter Chicken', 'Kadai Chicken', 'Chicken Do Pyaza', 'Chicken Jalfrezi', 'Mutton Roan Josh', 'Mutton Masala', 'Mutton Jalfrezi', 'Mutton Do Pyaza', '2 Aloo Paratha', '2 Onion Paratha', '2 Aloo with Onion Paratha', '2 Sattu Paratha', '2 Paneer Paratha', '2 Paneer Sweet Corn Paratha', '2 Aloo Sweet Corn Paratha', '2 Mixed Paratha', '2 Paneer Onion Cheese Paratha', '2 Aloo Onion Cheese Paratha', '2 Roti', 'Naan', 'Butter Naan', 'Garlic Naan', 'Double Naan', 'Triple Naan', 'Plain Kulcha', 'Aloo Stuffed Kulcha', 'Paneer Stuffed Kulcha', 'Baby Kulcha', '2 Mughlai Paratha', '2 Chicken Mughlai Paratha', 'Jeera Rice', 'Steamed Rice', 'Peas Jeera Rice', 'Veg Biryani', 'Egg Biryani', 'Hyderabadi Chicken Dum Biryani', 'Mutton Dum Biryani', 'Veg Fried Rice', 'Veg Schezwan Rice', 'Egg Fried Rice', 'Egg Schezwan Rice', 'Chicken Fried Rice', 'Chicken Schezwan Rice', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Egg Hakka Noodles', 'Egg Schezwan Noodles', 'Chicken Hakka Noodles', 'Chicken Schezwan Noodles', 'Egg Pepper', 'Egg Chilly', 'Egg Pakoda', 'Veg Roll', 'Paneer Roll', 'Egg Roll', 'Double Egg Roll', 'Chicken Roll', 'Double Egg Chicken Roll', 'Masala Papad', 'Gulab Jamun', 'Rasgulla', 'Mineral Water [500 ml]', 'Mineral Water [1 litre]', 'Lassi', 'Chaach', 'Butter Milk', 'Fresh Sweet Lime Soda', 'Fresh Salt Lime Soda', 'Fresh Masala Lime Soda', 'Coke [300 ml]', 'Thumps Up [300 ml]', 'Fanta [300 ml]', 'Sprite [300 ml]', 'Masala Cola']",Dine-out
Thalaserry Food Court,No,No,3.5 /5,21,Whitefield,Casual Dining,"Kerala, Biryani, Seafood, North Indian, Chinese",600,[],Dine-out
